session,session_type,meeting_no,date,section,item_order,item_text
428,임시회,제1호,2025년 8월 27일(수),일시,,2025년 8월 27일(수)
428,임시회,제1호,2025년 8월 27일(수),의사일정,1,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사계획서 채택의 건
428,임시회,제1호,2025년 8월 27일(수),의사일정,2,공공기록물 관리에 관한 법률 일부개정법률안(한준호 의원 대표발의)(의안번호 2210833)
428,임시회,제1호,2025년 8월 27일(수),의사일정,3,공유재산 및 물품 관리법 일부개정법률안(위성곤 의원 대표발의)(의안번호 2211097)
428,임시회,제1호,2025년 8월 27일(수),의사일정,4,국경일에 관한 법률 일부개정법률안(곽상언 의원 대표발의)(의안번호 2210820)
428,임시회,제1호,2025년 8월 27일(수),의사일정,5,대한민국국기법 일부개정법률안(이기헌 의원 대표발의)(의안번호 2210745)
428,임시회,제1호,2025년 8월 27일(수),의사일정,6,상훈법 일부개정법률안(임호선 의원 대표발의)(의안번호 2210789)
428,임시회,제1호,2025년 8월 27일(수),의사일정,7,섬 발전 촉진법 일부개정법률안(서삼석 의원 대표발의)(의안번호 2211009)
428,임시회,제1호,2025년 8월 27일(수),의사일정,8,온천법 일부개정법률안(권향엽 의원 대표발의)(의안번호 2211000)
428,임시회,제1호,2025년 8월 27일(수),의사일정,9,울릉도·흑산도 등 국토외곽 먼섬 지원 특별법 일부개정법률안(서삼석 의원 대표발의)(의안번호 2211007)
428,임시회,제1호,2025년 8월 27일(수),의사일정,10,정부조직법 일부개정법률안(전종덕 의원 대표발의)(의안번호 2210237)
428,임시회,제1호,2025년 8월 27일(수),의사일정,11,정부조직법 일부개정법률안(민형배 의원 대표발의)(의안번호 2210308)
428,임시회,제1호,2025년 8월 27일(수),의사일정,12,정부조직법 일부개정법률안(황운하 의원 대표발의)(의안번호 2210320)
428,임시회,제1호,2025년 8월 27일(수),의사일정,13,정부조직법 일부개정법률안(정춘생 의원 대표발의)(의안번호 2210879)
428,임시회,제1호,2025년 8월 27일(수),의사일정,14,제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 일부개정법률안(문대림 의원 대표발의)(의안번호 2210719)
428,임시회,제1호,2025년 8월 27일(수),의사일정,15,주민등록법 일부개정법률안(임오경 의원 대표발의)(의안번호 2210769)
428,임시회,제1호,2025년 8월 27일(수),의사일정,16,주민투표법 일부개정법률안(김민전 의원 대표발의)(의안번호 2210966)
428,임시회,제1호,2025년 8월 27일(수),의사일정,17,주한미군 공여구역주변지역 등 지원 특별법 일부개정법률안(박지혜 의원 대표발의)(의안번호 2210798)
428,임시회,제1호,2025년 8월 27일(수),의사일정,18,지방공기업법 일부개정법률안(이성권 의원 대표발의)(의안번호 2210372)
428,임시회,제1호,2025년 8월 27일(수),의사일정,19,지방공기업법 일부개정법률안(우재준 의원 대표발의)(의안번호 2210843)
428,임시회,제1호,2025년 8월 27일(수),의사일정,20,지방교부세법 일부개정법률안(박정 의원 대표발의)(의안번호 2210707)
428,임시회,제1호,2025년 8월 27일(수),의사일정,21,지방세특례제한법 일부개정법률안(윤종오 의원 대표발의)(의안번호 2210244)
428,임시회,제1호,2025년 8월 27일(수),의사일정,22,지방세특례제한법 일부개정법률안(이만희 의원 대표발의)(의안번호 2210435)
428,임시회,제1호,2025년 8월 27일(수),의사일정,23,지방세특례제한법 일부개정법률안(이만희 의원 대표발의)(의안번호 2211002)
428,임시회,제1호,2025년 8월 27일(수),의사일정,24,지방자치법 일부개정법률안(정춘생 의원 대표발의)(의안번호 2210575)
428,임시회,제1호,2025년 8월 27일(수),의사일정,25,지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(이원택 의원 대표발의)(의안번호 2210243)
428,임시회,제1호,2025년 8월 27일(수),의사일정,26,지역사랑상품권 이용 활성화에 관한 법률 일부개정법률안(문금주 의원 대표발의)(의안번호 2210799)
428,임시회,제1호,2025년 8월 27일(수),의사일정,27,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률 일부개정법률안(백혜련 의원 대표발의)(의안번호 2210395)
428,임시회,제1호,2025년 8월 27일(수),의사일정,28,지방공무원법 일부개정법률안(이성권 의원 대표발의)(의안번호 2210370)
428,임시회,제1호,2025년 8월 27일(수),의사일정,29,어린이놀이시설 안전관리법 일부개정법률안(양부남 의원 대표발의)(의안번호 2210881)
428,임시회,제1호,2025년 8월 27일(수),의사일정,30,어린이놀이시설 안전관리법 일부개정법률안(이달희 의원 대표발의)(의안번호 2210886)
428,임시회,제1호,2025년 8월 27일(수),의사일정,31,재해구호법 일부개정법률안(권향엽 의원 대표발의)(의안번호 2210231)
