session,session_type,meeting_no,date,section,item_order,item_text
418,정기회,제14호,2024년 12월 5일(목),일시,,2024년 12월 5일(목)
418,정기회,제14호,2024년 12월 5일(목),의사일정,1,비상계엄 관련 긴급 현안질의
418,정기회,제14호,2024년 12월 5일(목),의사일정,2,긴급 현안질의 관련 서류제출 요구의 건(추가)
418,정기회,제14호,2024년 12월 5일(목),의사일정,3,내란범죄혐의자 신속체포요구 결의안(위원회안)(추가)
418,정기회,제14호,2024년 12월 5일(목),상정된 안건,1,비상계엄 관련 긴급 현안질의
418,정기회,제14호,2024년 12월 5일(목),상정된 안건,2,o 의사일정 변경의 건
418,정기회,제14호,2024년 12월 5일(목),상정된 안건,3,긴급 현안질의 관련 서류제출 요구의 건
418,정기회,제14호,2024년 12월 5일(목),상정된 안건,4,비상계엄 관련 긴급 현안질의
418,정기회,제14호,2024년 12월 5일(목),상정된 안건,5,o 의사일정 변경동의의 건(윤건영 위원 외 1인 서면동의)
418,정기회,제14호,2024년 12월 5일(목),상정된 안건,6,내란범죄혐의자 신속체포요구 결의안(위원회안)
