session,session_type,meeting_no,date,section,item_order,item_text
424,임시회,제2호,2025년 4월 28일(월),일시,,2025년 4월 28일(월)
424,임시회,제2호,2025년 4월 28일(월),의사일정,1,2025년도 제1회 추가경정예산안(의안번호 2209986)
424,임시회,제2호,2025년 4월 28일(월),의사일정,2,지방자치분권 및 지역균형발전에 관한 특별법 일부개정법률안(배준영 의원·모경종 의원 대표발의)(의안번호 2202628)
424,임시회,제2호,2025년 4월 28일(월),의사일정,3,재난 및 안전관리 기본법 일부개정법률안(김기표 의원 대표발의)(의안번호 2209550)
424,임시회,제2호,2025년 4월 28일(월),의사일정,4,재난 및 안전관리 기본법 일부개정법률안(신정훈 의원 대표발의)(의안번호 2209723)
424,임시회,제2호,2025년 4월 28일(월),의사일정,5,재난 및 안전관리 기본법 일부개정법률안(한병도 의원 대표발의)(의안번호 2209728)
424,임시회,제2호,2025년 4월 28일(월),의사일정,6,재난 및 안전관리 기본법 일부개정법률안(정희용 의원 대표발의)(의안번호 2209743)
424,임시회,제2호,2025년 4월 28일(월),의사일정,7,재난 및 안전관리 기본법 일부개정법률안(엄태영 의원 대표발의)(의안번호 2209874)
424,임시회,제2호,2025년 4월 28일(월),의사일정,8,재난 및 안전관리 기본법 일부개정법률안(대안)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,1,지방자치분권 및 지역균형발전에 관한 특별법 일부개정법률안(배준영 의원·모경종 의원 대표발의)(의안번호 2202628)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,2,재난 및 안전관리 기본법 일부개정법률안(김기표 의원 대표발의)(의안번호 2209550)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,3,재난 및 안전관리 기본법 일부개정법률안(신정훈 의원 대표발의)(의안번호 2209723)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,4,재난 및 안전관리 기본법 일부개정법률안(한병도 의원 대표발의)(의안번호 2209728)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,5,재난 및 안전관리 기본법 일부개정법률안(정희용 의원 대표발의)(의안번호 2209743)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,6,재난 및 안전관리 기본법 일부개정법률안(엄태영 의원 대표발의)(의안번호 2209874)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,7,재난 및 안전관리 기본법 일부개정법률안(대안)
424,임시회,제2호,2025년 4월 28일(월),상정된 안건,8,2025년도 제1회 추가경정예산안(의안번호 2209986)
