session,session_type,meeting_no,date,section,item_order,item_text
426,임시회,제2호,2025년 7월 1일(화),일시,,2025년 7월 1일(화)
426,임시회,제2호,2025년 7월 1일(화),의사일정,1,고향사랑 기부금에 관한 법률 일부개정법률안(이만희 의원 대표발의)(의안번호 2209972)
426,임시회,제2호,2025년 7월 1일(화),의사일정,2,고향사랑 기부금에 관한 법률 일부개정법률안(이춘석 의원 대표발의)(의안번호 2210056)
426,임시회,제2호,2025년 7월 1일(화),의사일정,3,공공데이터의 제공 및 이용 활성화에 관한 법률 일부개정법률안(윤후덕 의원 대표발의)(의안번호 2208034)
426,임시회,제2호,2025년 7월 1일(화),의사일정,4,공유재산 및 물품 관리법 일부개정법률안(조승환 의원 대표발의)(의안번호 2209014)
426,임시회,제2호,2025년 7월 1일(화),의사일정,5,공유재산 및 물품 관리법 일부개정법률안(정동만 의원 대표발의)(의안번호 2209109)
426,임시회,제2호,2025년 7월 1일(화),의사일정,6,공중화장실 등에 관한 법률 일부개정법률안(한준호 의원 대표발의)(의안번호 2209056)
426,임시회,제2호,2025년 7월 1일(화),의사일정,7,국경일에 관한 법률 일부개정법률안(김상욱 의원 대표발의)(의안번호 2207419)
426,임시회,제2호,2025년 7월 1일(화),의사일정,8,국경일에 관한 법률 일부개정법률안(강경숙 의원 대표발의)(의안번호 2209027)
426,임시회,제2호,2025년 7월 1일(화),의사일정,9,국경일에 관한 법률 일부개정법률안(이해민 의원 대표발의)(의안번호 2209623)
426,임시회,제2호,2025년 7월 1일(화),의사일정,10,국경일에 관한 법률 일부개정법률안(문진석 의원 대표발의)(의안번호 2210105)
426,임시회,제2호,2025년 7월 1일(화),의사일정,11,대통령기록물 관리에 관한 법률 일부개정법률안(채현일 의원 대표발의)(의안번호 2208152)
426,임시회,제2호,2025년 7월 1일(화),의사일정,12,대통령기록물 관리에 관한 법률 일부개정법률안(김태선 의원 대표발의)(의안번호 2208861)
426,임시회,제2호,2025년 7월 1일(화),의사일정,13,대통령기록물 관리에 관한 법률 일부개정법률안(신정훈 의원 대표발의)(의안번호 2209448)
426,임시회,제2호,2025년 7월 1일(화),의사일정,14,대통령기록물 관리에 관한 법률 일부개정법률안(용혜인 의원 대표발의)(의안번호 2209612)
