session,session_type,meeting_no,date,section,item_order,item_text
429,정기회,제7호,2025년 9월 25일(목),일시,,2025년 9월 25일(목)
429,정기회,제7호,2025년 9월 25일(목),의사일정,1,간토 대학살사건 진상규명 및 피해자 명예회복에 관한 특별법안(윤건영 의원 대표발의)(의안번호 2202457)
429,정기회,제7호,2025년 9월 25일(목),의사일정,2,인천광역시 제물포구·영종구 및 검단구 설치 등에 관한 법률 일부개정법률안(모경종 의원 대표발의)(의안번호 2211162)
429,정기회,제7호,2025년 9월 25일(목),의사일정,3,인천광역시 제물포구·영종구 및 검단구 설치 등에 관한 법률 일부개정법률안(배준영 의원 대표발의)(의안번호 2210454)
429,정기회,제7호,2025년 9월 25일(목),의사일정,4,인천광역시 제물포구·영종구 및 검단구 설치 등에 관한 법률 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),의사일정,5,5·18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안(추미애 의원 대표발의)(의안번호 2205561)
429,정기회,제7호,2025년 9월 25일(목),의사일정,6,도로교통법 일부개정법률안(양부남 의원 대표발의)(의안번호 2209295)
429,정기회,제7호,2025년 9월 25일(목),의사일정,7,도로교통법 일부개정법률안(김성회 의원 대표발의)(의안번호 2202858)
429,정기회,제7호,2025년 9월 25일(목),의사일정,8,도로교통법 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),의사일정,9,선거관리위원회법 일부개정법률안(양부남 의원 대표발의)(의안번호 2209038)
429,정기회,제7호,2025년 9월 25일(목),의사일정,10,선거관리위원회법 일부개정법률안(이성권 의원 대표발의)(의안번호 2209054)
429,정기회,제7호,2025년 9월 25일(목),의사일정,11,선거관리위원회법 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),의사일정,12,경찰관 직무집행법 일부개정법률안(김종양 의원 대표발의)(의안번호 2203779)
429,정기회,제7호,2025년 9월 25일(목),의사일정,13,경찰관 직무집행법 일부개정법률안(이상식 의원 대표발의)(의안번호 2204039)
429,정기회,제7호,2025년 9월 25일(목),의사일정,14,경찰관 직무집행법 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),의사일정,15,2025년도 국정감사 증인 출석요구의 건
429,정기회,제7호,2025년 9월 25일(목),의사일정,16,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 결과보고서 채택의 건
429,정기회,제7호,2025년 9월 25일(목),의사일정,17,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 증인 고발의 건(추가)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,1,간토 대학살사건 진상규명 및 피해자 명예회복에 관한 특별법안(윤건영 의원 대표발의)(의안번호 2202457)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,2,인천광역시 제물포구·영종구 및 검단구 설치 등에 관한 법률 일부개정법률안(모경종 의원 대표발의)(의안번호 2211162)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,3,인천광역시 제물포구·영종구 및 검단구 설치 등에 관한 법률 일부개정법률안(배준영 의원 대표발의)(의안번호 2210454)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,4,인천광역시 제물포구·영종구 및 검단구 설치 등에 관한 법률 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,5,5·18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안(추미애 의원 대표발의)(의안번호 2205561)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,6,도로교통법 일부개정법률안(양부남 의원 대표발의)(의안번호 2209295)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,7,도로교통법 일부개정법률안(김성회 의원 대표발의)(의안번호 2202858)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,8,도로교통법 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,9,선거관리위원회법 일부개정법률안(양부남 의원 대표발의)(의안번호 2209038)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,10,선거관리위원회법 일부개정법률안(이성권 의원 대표발의)(의안번호 2209054)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,11,선거관리위원회법 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,12,경찰관 직무집행법 일부개정법률안(김종양 의원 대표발의)(의안번호 2203779)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,13,경찰관 직무집행법 일부개정법률안(이상식 의원 대표발의)(의안번호 2204039)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,14,경찰관 직무집행법 일부개정법률안(대안)
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,15,2025년도 국정감사 증인 출석요구의 건
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,16,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 결과보고서 채택의 건
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,17,o 의사일정 변경의 건
429,정기회,제7호,2025년 9월 25일(목),상정된 안건,18,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 증인 고발의 건
