session,session_type,meeting_no,date,section,item_order,item_text
429,정기회,제6호,2025년 9월 23일(화),일시,,2025년 9월 23일(화)
429,정기회,제6호,2025년 9월 23일(화),의사일정,1,중앙선거관리위원회 위원후보자(위철환) 인사청문요청안
429,정기회,제6호,2025년 9월 23일(화),의사일정,2,중앙선거관리위원회 위원후보자(위철환) 인사청문회 실시계획서 채택의 건
429,정기회,제6호,2025년 9월 23일(화),의사일정,3,중앙선거관리위원회 위원후보자(위철환) 인사청문회 자료제출 요구의 건
429,정기회,제6호,2025년 9월 23일(화),의사일정,4,중앙선거관리위원회 위원후보자(위철환) 인사청문회 증인·참고인 출석요구의 건
429,정기회,제6호,2025년 9월 23일(화),의사일정,5,2025년도 국정감사 계획서 채택의 건
429,정기회,제6호,2025년 9월 23일(화),의사일정,6,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 청문회
429,정기회,제6호,2025년 9월 23일(화),상정된 안건,1,중앙선거관리위원회 위원후보자(위철환) 인사청문요청안
429,정기회,제6호,2025년 9월 23일(화),상정된 안건,2,중앙선거관리위원회 위원후보자(위철환) 인사청문회 실시계획서 채택의 건
429,정기회,제6호,2025년 9월 23일(화),상정된 안건,3,중앙선거관리위원회 위원후보자(위철환) 인사청문회 자료제출 요구의 건
429,정기회,제6호,2025년 9월 23일(화),상정된 안건,4,2025년도 국정감사 계획서 채택의 건
429,정기회,제6호,2025년 9월 23일(화),상정된 안건,5,오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 청문회
