session,session_type,meeting_no,date,section,item_order,item_text
422,임시회,제1호,2025년 2월 18일(화),일시,,2025년 2월 18일(화)
422,임시회,제1호,2025년 2월 18일(화),의사일정,1,철회 동의의 건
422,임시회,제1호,2025년 2월 18일(화),의사일정,2,가. 정당법 일부개정법률안(김교흥 의원 대표발의)(의안번호 2203763)
422,임시회,제1호,2025년 2월 18일(화),의사일정,3,청원 심사기간 연장 요구의 건
422,임시회,제1호,2025년 2월 18일(화),의사일정,4,강원특별자치도 설치 및 미래산업글로벌도시 조성을 위한 특별법 일부개정법률안(정부 제출)(의안번호 2204709)
422,임시회,제1호,2025년 2월 18일(화),의사일정,5,공공기관의 정보공개에 관한 법률 일부개정법률안(박정현 의원 대표발의)(의안번호 2205365)
422,임시회,제1호,2025년 2월 18일(화),의사일정,6,공공기관의 정보공개에 관한 법률 일부개정법률안(백혜련 의원 대표발의)(의안번호 2206557)
422,임시회,제1호,2025년 2월 18일(화),의사일정,7,공공기록물 관리에 관한 법률 일부개정법률안(박홍배 의원 대표발의)(의안번호 2206671)
422,임시회,제1호,2025년 2월 18일(화),의사일정,8,공공기록물 관리에 관한 법률 일부개정법률안(정부 제출)(의안번호 2206991)
422,임시회,제1호,2025년 2월 18일(화),의사일정,9,공유재산 및 물품 관리법 일부개정법률안(민병덕 의원 대표발의)(의안번호 2204664)
422,임시회,제1호,2025년 2월 18일(화),의사일정,10,국가장법 일부개정법률안(황명선 의원 대표발의)(의안번호 2206529)
422,임시회,제1호,2025년 2월 18일(화),의사일정,11,기부금품의 모집·사용 및 기부문화 활성화에 관한 법률 일부개정법률안(윤준병 의원 대표발의)(의안번호 2204892)
422,임시회,제1호,2025년 2월 18일(화),의사일정,12,대통령직 인수에 관한 법률 일부개정법률안(김종민 의원 대표발의)(의안번호 2206785)
422,임시회,제1호,2025년 2월 18일(화),의사일정,13,민원 처리에 관한 법률 일부개정법률안(정부 제출)(의안번호 2204890)
422,임시회,제1호,2025년 2월 18일(화),의사일정,14,바르게살기운동조직 육성법 일부개정법률안(김성원 의원 대표발의)(의안번호 2206981)
422,임시회,제1호,2025년 2월 18일(화),의사일정,15,비영리민간단체 지원법 일부개정법률안(송재봉 의원 대표발의)(의안번호 2206240)
422,임시회,제1호,2025년 2월 18일(화),의사일정,16,새마을금고법 일부개정법률안(강준현 의원 대표발의)(의안번호 2205184)
422,임시회,제1호,2025년 2월 18일(화),의사일정,17,새마을금고법 일부개정법률안(윤준병 의원 대표발의)(의안번호 2207115)
422,임시회,제1호,2025년 2월 18일(화),의사일정,18,새마을금고법 일부개정법률안(유동수 의원 대표발의)(의안번호 2207116)
422,임시회,제1호,2025년 2월 18일(화),의사일정,19,섬 발전 촉진법 일부개정법률안(위성곤 의원 대표발의)(의안번호 2206488)
422,임시회,제1호,2025년 2월 18일(화),의사일정,20,울릉도·흑산도 등 국토외곽 먼섬 지원 특별법 일부개정법률안(문대림 의원 대표발의)(의안번호 2207021)
422,임시회,제1호,2025년 2월 18일(화),의사일정,21,인구감소지역 지원 특별법 일부개정법률안(장동혁 의원 대표발의)(의안번호 2205598)
422,임시회,제1호,2025년 2월 18일(화),의사일정,22,인구감소지역 지원 특별법 일부개정법률안(한병도 의원 대표발의)(의안번호 2206079)
422,임시회,제1호,2025년 2월 18일(화),의사일정,23,인구감소지역 지원 특별법 일부개정법률안(민형배 의원 대표발의)(의안번호 2206766)
422,임시회,제1호,2025년 2월 18일(화),의사일정,24,전자정부법 일부개정법률안(조승환 의원 대표발의)(의안번호 2205248)
422,임시회,제1호,2025년 2월 18일(화),의사일정,25,전자정부법 일부개정법률안(조승환 의원 대표발의)(의안번호 2205317)
422,임시회,제1호,2025년 2월 18일(화),의사일정,26,전자정부법 일부개정법률안(조승환 의원 대표발의)(의안번호 2205332)
422,임시회,제1호,2025년 2월 18일(화),의사일정,27,전직대통령 예우에 관한 법률 일부개정법률안(민형배 의원 대표발의)(의안번호 2207044)
422,임시회,제1호,2025년 2월 18일(화),의사일정,28,접경지역 지원 특별법 일부개정법률안(이해식 의원 대표발의)(의안번호 2205089)
422,임시회,제1호,2025년 2월 18일(화),의사일정,29,접경지역 지원 특별법 일부개정법률안(모경종 의원 대표발의)(의안번호 2205333)
422,임시회,제1호,2025년 2월 18일(화),의사일정,30,접경지역 지원 특별법 일부개정법률안(배준영 의원 대표발의)(의안번호 2205395)
422,임시회,제1호,2025년 2월 18일(화),의사일정,31,접경지역 지원 특별법 일부개정법률안(박정 의원 대표발의)(의안번호 2205500)
422,임시회,제1호,2025년 2월 18일(화),의사일정,32,접경지역 지원 특별법 일부개정법률안(박정 의원 대표발의)(의안번호 2206260)
422,임시회,제1호,2025년 2월 18일(화),의사일정,33,접경지역 지원 특별법 일부개정법률안(홍기원 의원 대표발의)(의안번호 2206300)
422,임시회,제1호,2025년 2월 18일(화),의사일정,34,접경지역 지원 특별법 일부개정법률안(박상혁 의원 대표발의)(의안번호 2206651)
422,임시회,제1호,2025년 2월 18일(화),의사일정,35,접경지역 지원 특별법 일부개정법률안(김건 의원 대표발의)(의안번호 2206882)
422,임시회,제1호,2025년 2월 18일(화),의사일정,36,정부조직법 일부개정법률안(김소희 의원 대표발의)(의안번호 2204756)
422,임시회,제1호,2025년 2월 18일(화),의사일정,37,정부조직법 일부개정법률안(구자근 의원 대표발의)(의안번호 2205104)
422,임시회,제1호,2025년 2월 18일(화),의사일정,38,정부조직법 일부개정법률안(윤준병 의원 대표발의)(의안번호 2206464)
422,임시회,제1호,2025년 2월 18일(화),의사일정,39,정부조직법 일부개정법률안(김태년 의원 대표발의)(의안번호 2206481)
422,임시회,제1호,2025년 2월 18일(화),의사일정,40,정부조직법 일부개정법률안(추미애 의원 대표발의)(의안번호 2206797)
