session,session_type,meeting_no,date,section,item_order,item_text
422,임시회,제2호,2025년 2월 25일(화),일시,,2025년 2월 25일(화)
422,임시회,제2호,2025년 2월 25일(화),의사일정,1,인구감소지역 지원 특별법 일부개정법률안(정부 제출)(의안번호 2206467)
422,임시회,제2호,2025년 2월 25일(화),의사일정,2,인구감소지역 지원 특별법 일부개정법률안(한병도 의원 대표발의)(의안번호 2203664)
422,임시회,제2호,2025년 2월 25일(화),의사일정,3,인구감소지역 지원 특별법 일부개정법률안(윤준병 의원 대표발의)(의안번호 2203877)
422,임시회,제2호,2025년 2월 25일(화),의사일정,4,인구감소지역 지원 특별법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),의사일정,5,지방공기업법 일부개정법률안(이상식 의원 대표발의)(의안번호 2202789)
422,임시회,제2호,2025년 2월 25일(화),의사일정,6,지방공기업법 일부개정법률안(문금주 의원 대표발의)(의안번호 2203170)
422,임시회,제2호,2025년 2월 25일(화),의사일정,7,지방공기업법 일부개정법률안(정부 제출)(의안번호 2205031)
422,임시회,제2호,2025년 2월 25일(화),의사일정,8,지방공기업법 일부개정법률안(이상식 의원 대표발의)(의안번호 2204635)
422,임시회,제2호,2025년 2월 25일(화),의사일정,9,지방공기업법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),의사일정,10,지방자치단체 출자·출연 기관의 운영에 관한 법률 일부개정법률안(정부 제출)(의안번호 2205033)
422,임시회,제2호,2025년 2월 25일(화),의사일정,11,지방자치법 일부개정법률안(한병도 의원 대표발의)(의안번호 2201302)
422,임시회,제2호,2025년 2월 25일(화),의사일정,12,지방재정법 일부개정법률안(이달희 의원 대표발의)(의안번호 2205894)
422,임시회,제2호,2025년 2월 25일(화),의사일정,13,재난 및 안전관리 기본법 일부개정법률안(배준영 의원 대표발의)(의안번호 2205848)
422,임시회,제2호,2025년 2월 25일(화),의사일정,14,재난 및 안전관리 기본법 일부개정법률안(한병도 의원 대표발의)(의안번호 2202552)
422,임시회,제2호,2025년 2월 25일(화),의사일정,15,재난 및 안전관리 기본법 일부개정법률안(정부 제출)(의안번호 2205889)
422,임시회,제2호,2025년 2월 25일(화),의사일정,16,재난 및 안전관리 기본법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),의사일정,17,공직선거법 일부개정법률안(한병도 의원 대표발의)(의안번호 2200311)
422,임시회,제2호,2025년 2월 25일(화),의사일정,18,정치자금법 일부개정법률안(이광희 의원 대표발의)(의안번호 2206386)
422,임시회,제2호,2025년 2월 25일(화),의사일정,19,도로교통법 일부개정법률안(김도읍 의원 대표발의)(의안번호 2200781)
422,임시회,제2호,2025년 2월 25일(화),의사일정,20,도로교통법 일부개정법률안(한정애 의원 대표발의)(의안번호 2201963)
422,임시회,제2호,2025년 2월 25일(화),의사일정,21,도로교통법 일부개정법률안(서명옥 의원 대표발의)(의안번호 2204566)
422,임시회,제2호,2025년 2월 25일(화),의사일정,22,도로교통법 일부개정법률안(김상훈 의원 대표발의)(의안번호 2207587)
422,임시회,제2호,2025년 2월 25일(화),의사일정,23,도로교통법 일부개정법률안(김상욱 의원 대표발의)(의안번호 2207624)
422,임시회,제2호,2025년 2월 25일(화),의사일정,24,도로교통법 일부개정법률안(이정문 의원 대표발의)(의안번호 2207879)
422,임시회,제2호,2025년 2월 25일(화),의사일정,25,도로교통법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),의사일정,26,파산선고 등에 따른 결격조항 정비를 위한 행정안전위원회 소관 16개 법률 일부개정을 위한 법률안(박정현 의원 대표발의)(의안번호 2203547)
422,임시회,제2호,2025년 2월 25일(화),의사일정,27,소방공무원 보건안전 및 복지 기본법 일부개정법률안(한병도 의원 대표발의)(의안번호 2200775)
422,임시회,제2호,2025년 2월 25일(화),의사일정,28,국립소방병원의 설립 및 운영에 관한 법률 일부개정법률안(정부 제출)(의안번호 2201718)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,1,인구감소지역 지원 특별법 일부개정법률안(정부 제출)(의안번호 2206467)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,2,인구감소지역 지원 특별법 일부개정법률안(한병도 의원 대표발의)(의안번호 2203664)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,3,인구감소지역 지원 특별법 일부개정법률안(윤준병 의원 대표발의)(의안번호 2203877)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,4,인구감소지역 지원 특별법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,5,지방공기업법 일부개정법률안(이상식 의원 대표발의)(의안번호 2202789)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,6,지방공기업법 일부개정법률안(문금주 의원 대표발의)(의안번호 2203170)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,7,지방공기업법 일부개정법률안(정부 제출)(의안번호 2205031)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,8,지방공기업법 일부개정법률안(이상식 의원 대표발의)(의안번호 2204635)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,9,지방공기업법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,10,지방자치단체 출자·출연 기관의 운영에 관한 법률 일부개정법률안(정부 제출)(의안번호 2205033)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,11,지방자치법 일부개정법률안(한병도 의원 대표발의)(의안번호 2201302)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,12,지방재정법 일부개정법률안(이달희 의원 대표발의)(의안번호 2205894)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,13,재난 및 안전관리 기본법 일부개정법률안(배준영 의원 대표발의)(의안번호 2205848)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,14,재난 및 안전관리 기본법 일부개정법률안(한병도 의원 대표발의)(의안번호 2202552)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,15,재난 및 안전관리 기본법 일부개정법률안(정부 제출)(의안번호 2205889)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,16,재난 및 안전관리 기본법 일부개정법률안(대안)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,17,공직선거법 일부개정법률안(한병도 의원 대표발의)(의안번호 2200311)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,18,정치자금법 일부개정법률안(이광희 의원 대표발의)(의안번호 2206386)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,19,도로교통법 일부개정법률안(김도읍 의원 대표발의)(의안번호 2200781)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,20,도로교통법 일부개정법률안(한정애 의원 대표발의)(의안번호 2201963)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,21,도로교통법 일부개정법률안(서명옥 의원 대표발의)(의안번호 2204566)
422,임시회,제2호,2025년 2월 25일(화),상정된 안건,22,도로교통법 일부개정법률안(김상훈 의원 대표발의)(의안번호 2207587)
